Gattung,GewogenAm,TVD,GewichtBezahlt
640 - SPG Stierkalb,2017-01-27,120.1313.3847.5,75
640 - SPG Stierkalb,2017-01-27,120.1167.2482.8,75
640 - SPG Stierkalb,2017-01-27,120.1294.3217.8,75
640 - SPG Stierkalb,2017-01-27,120.1324.1979.1,75
640 - SPG Stierkalb,2017-01-27,120.0660.1391.1,75
640 - SPG Stierkalb,2017-01-27,120.1314.9367.9,75
640 - SPG Stierkalb,2017-01-27,120.1311.0892.4,75
640 - SPG Stierkalb,2017-01-27,120.1311.0891.7,75
640 - SPG Stierkalb,2017-01-27,120.1270.2445.0,75
640 - SPG Stierkalb,2017-01-27,120.1325.3053.3,75
640 - SPG Stierkalb,2017-01-27,120.1132.9556.7,75
640 - SPG Stierkalb,2017-01-27,120.1132.9559.8,75
640 - SPG Stierkalb,2017-01-27,120.1343.8197.3,75
640 - SPG Stierkalb,2017-01-27,120.1327.0517.7,75
640 - SPG Stierkalb,2017-01-27,120.1322.5739.3,75
640 - SPG Stierkalb,2017-01-27,120.1302.6895.7,75
640 - SPG Stierkalb,2017-01-27,120.1205.4005.6,75
640 - SPG Stierkalb,2017-01-27,120.1214.4014.0,75
640 - SPG Stierkalb,2017-01-27,120.1293.6193.5,75
640 - SPG Stierkalb,2017-01-27,120.1202.4824.2,75
640 - SPG Stierkalb,2017-01-27,120.1293.6194.2,75
640 - SPG Stierkalb,2017-01-27,120.1278.2815.7,75
640 - SPG Stierkalb,2017-01-27,120.1303.9561.5,75
640 - SPG Stierkalb,2017-01-27,120.0642.3204.8,75
640 - SPG Stierkalb,2017-01-27,120.1311.8267.2,75
640 - SPG Stierkalb,2017-01-27,120.1298.2750.9,75
640 - SPG Stierkalb,2017-01-27,120.1316.5312.7,75
640 - SPG Stierkalb,2017-01-27,120.1233.1481.4,75
640 - SPG Stierkalb,2017-01-27,120.1233.1483.8,75
640 - SPG Stierkalb,2017-01-27,120.1317.6379.6,75
650 - SPG Kuhkalb,2017-01-27,120.1318.9716.3,75
650 - SPG Kuhkalb,2017-01-27,120.1329.1601.6,75
650 - SPG Kuhkalb,2017-01-27,120.1286.7015.1,75
650 - SPG Kuhkalb,2017-01-27,120.1299.4157.1,75
650 - SPG Kuhkalb,2017-01-27,120.1294.3009.9,75
650 - SPG Kuhkalb,2017-01-27,120.1274.1749.8,75
650 - SPG Kuhkalb,2017-01-27,120.1304.1815.4,75
650 - SPG Kuhkalb,2017-01-27,120.1267.3497.8,75
650 - SPG Kuhkalb,2017-01-27,120.1322.4653.3,75
650 - SPG Kuhkalb,2017-01-27,120.1272.0691.7,75
650 - SPG Kuhkalb,2017-01-27,120.1302.4250.6,75
650 - SPG Kuhkalb,2017-01-27,120.1278.3132.4,75
650 - SPG Kuhkalb,2017-01-27,120.1287.5690.9,75
650 - SPG Kuhkalb,2017-01-27,120.1312.8683.7,75
650 - SPG Kuhkalb,2017-01-27,120.1312.8682.0,75
650 - SPG Kuhkalb,2017-01-27,120.1294.1087.9,75
650 - SPG Kuhkalb,2017-01-27,120.1301.5452.6,75
650 - SPG Kuhkalb,2017-01-27,120.1334.7596.3,75
650 - SPG Kuhkalb,2017-01-27,120.1232.3433.4,75
650 - SPG Kuhkalb,2017-01-27,120.1232.3434.1,75
650 - SPG Kuhkalb,2017-01-27,120.1324.0271.7,75
650 - SPG Kuhkalb,2017-01-27,120.1298.3496.5,75
650 - SPG Kuhkalb,2017-01-27,120.1316.5987.7,75
650 - SPG Kuhkalb,2017-02-03,120.1337.5252.1,58
640 - SPG Stierkalb,2017-02-03,120.1277.0592.2,64
640 - SPG Stierkalb,2017-02-03,120.1280.5753.2,65
650 - SPG Kuhkalb,2017-02-03,120.1348.3476.9,65
640 - SPG Stierkalb,2017-02-03,120.1202.2247.1,66
650 - SPG Kuhkalb,2017-02-03,120.1319.2417.3,66
640 - SPG Stierkalb,2017-02-03,120.1202.2246.4,67
640 - SPG Stierkalb,2017-02-03,120.1265.7741.4,67
650 - SPG Kuhkalb,2017-02-03,120.1297.7641.8,68
650 - SPG Kuhkalb,2017-02-03,120.1293.6660.2,69
640 - SPG Stierkalb,2017-02-03,120.1303.0763.2,70
640 - SPG Stierkalb,2017-02-03,120.1297.7644.9,70
650 - SPG Kuhkalb,2017-02-03,120.1268.1033.7,70
650 - SPG Kuhkalb,2017-02-03,120.1245.7340.1,70
650 - SPG Kuhkalb,2017-02-03,120.1297.1719.0,70
640 - SPG Stierkalb,2017-02-03,120.1297.7643.2,71
640 - SPG Stierkalb,2017-02-03,120.1337.0067.6,71
640 - SPG Stierkalb,2017-02-03,120.1337.8198.9,71
640 - SPG Stierkalb,2017-02-03,120.1311.4113.6,71
650 - SPG Kuhkalb,2017-02-03,120.1337.5255.2,71
650 - SPG Kuhkalb,2017-02-03,120.1311.1641.7,71
650 - SPG Kuhkalb,2017-02-03,120.1312.9737.6,71
640 - SPG Stierkalb,2017-02-03,120.1292.3905.0,72
650 - SPG Kuhkalb,2017-02-03,120.1285.0100.4,72
640 - SPG Stierkalb,2017-02-03,120.1228.8429.5,73
640 - SPG Stierkalb,2017-02-03,120.0640.6885.2,73
640 - SPG Stierkalb,2017-02-03,120.1322.1604.8,73
640 - SPG Stierkalb,2017-02-03,120.1312.4845.3,73
650 - SPG Kuhkalb,2017-02-03,120.1331.1968.3,73
650 - SPG Kuhkalb,2017-02-03,120.1307.6290.5,73
650 - SPG Kuhkalb,2017-02-03,120.1249.0595.0,73
650 - SPG Kuhkalb,2017-02-03,120.1275.5520.6,73
640 - SPG Stierkalb,2017-02-03,120.1318.7941.1,74
650 - SPG Kuhkalb,2017-02-03,120.1297.7642.5,74
650 - SPG Kuhkalb,2017-02-03,120.1295.4041.5,74
650 - SPG Kuhkalb,2017-02-03,120.1337.5256.9,74
640 - SPG Stierkalb,2017-02-03,120.1185.7094.2,75
640 - SPG Stierkalb,2017-02-03,120.1296.4774.9,75
640 - SPG Stierkalb,2017-02-03,120.1320.5649.1,75
640 - SPG Stierkalb,2017-02-03,120.1311.6069.4,75
640 - SPG Stierkalb,2017-02-03,120.1287.6145.3,75
640 - SPG Stierkalb,2017-02-03,120.1285.2790.5,75
640 - SPG Stierkalb,2017-02-03,120.1303.0764.9,75
640 - SPG Stierkalb,2017-02-03,120.1324.4118.1,75
640 - SPG Stierkalb,2017-02-03,120.1317.0515.4,75
640 - SPG Stierkalb,2017-02-03,120.1317.0514.7,75
640 - SPG Stierkalb,2017-02-03,120.1263.6721.3,75
640 - SPG Stierkalb,2017-02-03,120.1295.4040.8,75
640 - SPG Stierkalb,2017-02-03,120.1297.1724.4,75
640 - SPG Stierkalb,2017-02-03,120.1280.9592.3,75
640 - SPG Stierkalb,2017-02-03,120.0640.6887.6,75
640 - SPG Stierkalb,2017-02-03,120.1274.8457.5,75
640 - SPG Stierkalb,2017-02-03,120.1280.5756.3,75
640 - SPG Stierkalb,2017-02-03,120.1327.6608.6,75
640 - SPG Stierkalb,2017-02-03,120.1324.7522.3,75
640 - SPG Stierkalb,2017-02-03,120.1272.0693.1,75
640 - SPG Stierkalb,2017-02-03,120.1333.4081.0,75
640 - SPG Stierkalb,2017-02-03,120.1301.4379.7,75
640 - SPG Stierkalb,2017-02-03,120.1273.4374.2,75
640 - SPG Stierkalb,2017-02-03,120.1249.0594.3,75
640 - SPG Stierkalb,2017-02-03,120.1251.2539.5,75
640 - SPG Stierkalb,2017-02-03,120.1254.5960.5,75
640 - SPG Stierkalb,2017-02-03,120.1305.5880.5,75
640 - SPG Stierkalb,2017-02-03,120.1322.5738.6,75
640 - SPG Stierkalb,2017-02-03,120.1270.5395.5,75
640 - SPG Stierkalb,2017-02-03,120.1263.3680.6,75
640 - SPG Stierkalb,2017-02-03,120.1268.3741.9,75
640 - SPG Stierkalb,2017-02-03,120.1271.6031.8,75
640 - SPG Stierkalb,2017-02-03,120.1303.8523.4,75
640 - SPG Stierkalb,2017-02-03,120.1185.7094.2,75
640 - SPG Stierkalb,2017-02-03,120.1263.6721.3,75
640 - SPG Stierkalb,2017-02-03,120.1232.0219.7,75
640 - SPG Stierkalb,2017-02-03,120.1317.0514.7,75
640 - SPG Stierkalb,2017-02-03,120.1317.0515.4,75
640 - SPG Stierkalb,2017-02-03,120.1324.4118.1,75
650 - SPG Kuhkalb,2017-02-03,120.1185.7093.5,75
650 - SPG Kuhkalb,2017-02-03,120.1233.4695.2,75
650 - SPG Kuhkalb,2017-02-03,120.1315.8776.7,75
650 - SPG Kuhkalb,2017-02-03,120.1268.7517.6,75
650 - SPG Kuhkalb,2017-02-03,120.1304.9907.8,75
650 - SPG Kuhkalb,2017-02-03,120.1297.7638.8,75
650 - SPG Kuhkalb,2017-02-03,120.1297.7640.1,75
650 - SPG Kuhkalb,2017-02-03,120.1327.1487.2,75
650 - SPG Kuhkalb,2017-02-03,120.1307.8609.3,75
650 - SPG Kuhkalb,2017-02-03,120.1297.0797.9,75
650 - SPG Kuhkalb,2017-02-03,120.1288.4983.0,75
650 - SPG Kuhkalb,2017-02-03,120.1232.4587.3,75
650 - SPG Kuhkalb,2017-02-03,120.1287.8044.7,75
650 - SPG Kuhkalb,2017-02-03,120.1298.5745.2,75
650 - SPG Kuhkalb,2017-02-03,120.1324.7523.0,75
650 - SPG Kuhkalb,2017-02-03,120.1346.3078.1,75
650 - SPG Kuhkalb,2017-02-03,120.1317.8973.4,75
650 - SPG Kuhkalb,2017-02-03,120.1245.4151.6,75
650 - SPG Kuhkalb,2017-02-03,120.1282.3397.4,75
650 - SPG Kuhkalb,2017-02-03,120.1282.3398.1,75
650 - SPG Kuhkalb,2017-02-03,120.1264.4139.5,75
650 - SPG Kuhkalb,2017-02-03,120.1343.5816.6,75
650 - SPG Kuhkalb,2017-02-03,120.1318.7240.5,75
650 - SPG Kuhkalb,2017-02-03,120.1284.1186.0,75
650 - SPG Kuhkalb,2017-02-10,120.1339.3524.5,50
640 - SPG Stierkalb,2017-02-10,120.1213.4017.4,55
650 - SPG Kuhkalb,2017-02-10,120.1339.3523.8,56
650 - SPG Kuhkalb,2017-02-10,120.1213.4016.7,57
650 - SPG Kuhkalb,2017-02-10,120.1223.7169.6,58
650 - SPG Kuhkalb,2017-02-10,120.1262.3908.4,59
650 - SPG Kuhkalb,2017-02-10,120.1262.3910.7,61
640 - SPG Stierkalb,2017-02-10,120.1283.3948.5,62
640 - SPG Stierkalb,2017-02-10,120.1277.6202.4,62
640 - SPG Stierkalb,2017-02-10,120.1305.6329.8,64
650 - SPG Kuhkalb,2017-02-10,120.1302.2321.5,64
640 - SPG Stierkalb,2017-02-10,120.1272.8145.7,65
650 - SPG Kuhkalb,2017-02-10,120.1272.8142.6,65
650 - SPG Kuhkalb,2017-02-10,120.1288.0254.5,65
640 - SPG Stierkalb,2017-02-10,120.1302.2322.2,67
640 - SPG Stierkalb,2017-02-10,120.1294.3010.5,67
640 - SPG Stierkalb,2017-02-10,120.1323.1166.8,67
640 - SPG Stierkalb,2017-02-10,120.1262.3909.1,68
640 - SPG Stierkalb,2017-02-10,120.1295.4043.9,68
650 - SPG Kuhkalb,2017-02-10,120.1269.2026.5,68
640 - SPG Stierkalb,2017-02-10,120.1340.8446.1,70
640 - SPG Stierkalb,2017-02-10,120.1302.7300.5,70
640 - SPG Stierkalb,2017-02-10,120.1294.3014.3,70
640 - SPG Stierkalb,2017-02-10,120.1264.4142.5,70
650 - SPG Kuhkalb,2017-02-10,120.1309.1731.2,70
650 - SPG Kuhkalb,2017-02-10,120.1283.3946.1,70
640 - SPG Stierkalb,2017-02-10,120.1300.0319.0,71
640 - SPG Stierkalb,2017-02-10,120.1305.6328.1,71
640 - SPG Stierkalb,2017-02-10,120.1267.3820.4,71
640 - SPG Stierkalb,2017-02-10,120.1337.4083.2,71
640 - SPG Stierkalb,2017-02-10,120.1263.4983.7,71
640 - SPG Stierkalb,2017-02-10,120.1245.4153.0,71
650 - SPG Kuhkalb,2017-02-10,120.1121.4148.3,71
650 - SPG Kuhkalb,2017-02-10,120.1245.4148.6,71
640 - SPG Stierkalb,2017-02-10,120.1346.9931.3,72
640 - SPG Stierkalb,2017-02-10,120.1311.8140.8,72
650 - SPG Kuhkalb,2017-02-10,120.1337.6236.0,72
640 - SPG Stierkalb,2017-02-10,120.1269.5417.8,73
640 - SPG Stierkalb,2017-02-10,120.1336.9286.5,73
640 - SPG Stierkalb,2017-02-10,120.1274.0183.1,73
650 - SPG Kuhkalb,2017-02-10,120.1322.8988.2,73
640 - SPG Stierkalb,2017-02-10,120.1263.4982.0,74
650 - SPG Kuhkalb,2017-02-10,120.1137.4597.0,74
650 - SPG Kuhkalb,2017-02-10,120.1137.4596.3,74
640 - SPG Stierkalb,2017-02-10,120.1286.2512.0,75
640 - SPG Stierkalb,2017-02-10,120.1327.0424.8,75
640 - SPG Stierkalb,2017-02-10,120.1306.1607.9,75
640 - SPG Stierkalb,2017-02-10,120.1307.8614.7,75
640 - SPG Stierkalb,2017-02-10,120.1278.5569.6,75
640 - SPG Stierkalb,2017-02-10,120.1348.7856.5,75
640 - SPG Stierkalb,2017-02-10,120.1262.9595.0,75
640 - SPG Stierkalb,2017-02-10,120.1233.7227.2,75
640 - SPG Stierkalb,2017-02-10,120.1288.4984.7,75
640 - SPG Stierkalb,2017-02-10,120.1288.4985.4,75
640 - SPG Stierkalb,2017-02-10,120.1309.1734.3,75
640 - SPG Stierkalb,2017-02-10,120.1309.1729.9,75
640 - SPG Stierkalb,2017-02-10,120.1309.1720.6,75
640 - SPG Stierkalb,2017-02-10,120.1298.5746.9,75
640 - SPG Stierkalb,2017-02-10,120.1312.8506.9,75
640 - SPG Stierkalb,2017-02-10,120.1319.4159.0,75
640 - SPG Stierkalb,2017-02-10,1201327.6610.9,75
640 - SPG Stierkalb,2017-02-10,120.1337.4082.5,75
640 - SPG Stierkalb,2017-02-10,120.1321.9035.5,75
640 - SPG Stierkalb,2017-02-10,120.1312.7828.3,75
640 - SPG Stierkalb,2017-02-10,120.1274.5554.4,75
640 - SPG Stierkalb,2017-02-10,120.1315.1554.8,75
640 - SPG Stierkalb,2017-02-10,120.1311.8582.6,75
640 - SPG Stierkalb,2017-02-10,120.1293.3103.7,75
640 - SPG Stierkalb,2017-02-10,120.1278.3133.1,75
640 - SPG Stierkalb,2017-02-10,120.1336.4243.3,75
640 - SPG Stierkalb,2017-02-10,120.1307.2489.7,75
640 - SPG Stierkalb,2017-02-10,120.0708.6743.2,75
640 - SPG Stierkalb,2017-02-10,120.1297.1380.2,75
640 - SPG Stierkalb,2017-02-10,120.1285.0101.1,75
640 - SPG Stierkalb,2017-02-10,120.1285.0102.8,75
640 - SPG Stierkalb,2017-02-10,120.1269.2617.5,75
640 - SPG Stierkalb,2017-02-10,120.1179.5398.2,75
640 - SPG Stierkalb,2017-02-10,120.1304.7614.7,75
640 - SPG Stierkalb,2017-02-10,120.1304.0231.3,75
640 - SPG Stierkalb,2017-02-10,120.1334.7777.6,75
640 - SPG Stierkalb,2017-02-10,120.1198.4023.5,75
640 - SPG Stierkalb,2017-02-10,120.1257.7503.3,75
640 - SPG Stierkalb,2017-02-10,120.1312.9845.8,75
640 - SPG Stierkalb,2017-02-10,120.1230.2135.4,75
640 - SPG Stierkalb,2017-02-10,120.1282.0939.9,75
640 - SPG Stierkalb,2017-02-10,120.1182.9397.1,75
650 - SPG Kuhkalb,2017-02-10,120.1286.2269.3,75
650 - SPG Kuhkalb,2017-02-10,120.1239.1879.1,75
650 - SPG Kuhkalb,2017-02-10,120.1312.0589.0,75
650 - SPG Kuhkalb,2017-02-10,120.1299.9695.3,75
650 - SPG Kuhkalb,2017-02-10,120.1320.5650.7,75
650 - SPG Kuhkalb,2017-02-10,120.1298.7187.8,75
650 - SPG Kuhkalb,2017-02-10,120.1298.7188.5,75
650 - SPG Kuhkalb,2017-02-10,120.1328.1284.4,75
650 - SPG Kuhkalb,2017-02-10,120.1322.5741.6,75
650 - SPG Kuhkalb,2017-02-10,120.1327.8384.7,75
650 - SPG Kuhkalb,2017-02-10,120.1315.1553.1,75
650 - SPG Kuhkalb,2017-02-10,120.1315.1555.5,75
650 - SPG Kuhkalb,2017-02-10,120.1305.6353.3,75
650 - SPG Kuhkalb,2017-02-10,120.1294.0288.1,75
650 - SPG Kuhkalb,2017-02-10,120.1317.8974.1,75
650 - SPG Kuhkalb,2017-02-10,120.1307.2491.0,75
650 - SPG Kuhkalb,2017-02-10,120.1301.5453.3,75
650 - SPG Kuhkalb,2017-02-10,120.1318.1433.7,75
650 - SPG Kuhkalb,2017-02-10,120.1322.9216.5,75
650 - SPG Kuhkalb,2017-02-17,120.1326.8402.1,45
650 - SPG Kuhkalb,2017-02-17,120.1268.2860.8,57
640 - SPG Stierkalb,2017-02-17,120.1239.2626.0,62
650 - SPG Kuhkalb,2017-02-17,120.1295.4044.6,62
650 - SPG Kuhkalb,2017-02-17,120.1315.4533.0,63
640 - SPG Stierkalb,2017-02-17,120.1295.4045.3,64
650 - SPG Kuhkalb,2017-02-17,120.1346.6052.8,64
650 - SPG Kuhkalb,2017-02-17,120.1239.2640.6,64
640 - SPG Stierkalb,2017-02-17,120.1298.5743.8,65
650 - SPG Kuhkalb,2017-02-17,120.1262.7442.9,65
650 - SPG Kuhkalb,2017-02-17,120.1290.4196.7,65
650 - SPG Kuhkalb,2017-02-17,120.1295.4042.0,65
650 - SPG Kuhkalb,2017-02-17,120.1304.7224.8,66
650 - SPG Kuhkalb,2017-02-17,120.1317.4199.2,66
640 - SPG Stierkalb,2017-02-17,120.1296.9071.4,67
640 - SPG Stierkalb,2017-02-17,120.1285.7700.9,67
650 - SPG Kuhkalb,2017-02-17,120.1339.1716.6,67
650 - SPG Kuhkalb,2017-02-17,120.1294.3012.9,67
650 - SPG Kuhkalb,2017-02-17,120.1262.7441.2,68
640 - SPG Stierkalb,2017-02-17,120.1262.9558.5,69
640 - SPG Stierkalb,2017-02-17,120.1214.4016.4,69
650 - SPG Kuhkalb,2017-02-17,120.1239.2625.3,69
640 - SPG Stierkalb,2017-02-17,120.1297.7646.3,70
650 - SPG Kuhkalb,2017-02-17,120.1307.6291.2,70
650 - SPG Kuhkalb,2017-02-17,120.1312.7682.1,70
640 - SPG Stierkalb,2017-02-17,120.1288.1026.7,71
640 - SPG Stierkalb,2017-02-17,120.1327.9409.6,71
640 - SPG Stierkalb,2017-02-17,120.1303.3134.7,71
640 - SPG Stierkalb,2017-02-17,120.1331.4826.3,71
640 - SPG Stierkalb,2017-02-17,120.1255.9537.2,71
650 - SPG Kuhkalb,2017-02-17,120.1216.6600.7,71
650 - SPG Kuhkalb,2017-02-17,120.1216.6603.8,71
650 - SPG Kuhkalb,2017-02-17,120.1285.0103.5,71
650 - SPG Kuhkalb,2017-02-17,120.1245.4155.4,71
640 - SPG Stierkalb,2017-02-17,120.1319.4161.3,72
650 - SPG Kuhkalb,2017-02-17,120.1257.0161.2,72
650 - SPG Kuhkalb,2017-02-17,120.1331.4827.0,72
640 - SPG Stierkalb,2017-02-17,120.1295.1354.9,73
640 - SPG Stierkalb,2017-02-17,120.1303.3135.4,73
640 - SPG Stierkalb,2017-02-17,120.1286.0519.1,73
650 - SPG Kuhkalb,2017-02-17,120.1304.7223.1,73
650 - SPG Kuhkalb,2017-02-17,120.1299.6529.4,73
650 - SPG Kuhkalb,2017-02-17,120.1280.4879.0,74
650 - SPG Kuhkalb,2017-02-17,120.1294.0448.9,74
640 - SPG Stierkalb,2017-02-17,120.1307.4313.3,75
640 - SPG Stierkalb,2017-02-17,120.1304.1817.8,75
640 - SPG Stierkalb,2017-02-17,120.1304.1818.5,75
640 - SPG Stierkalb,2017-02-17,120.1343.0217.6,75
640 - SPG Stierkalb,2017-02-17,120.1339.1717.3,75
640 - SPG Stierkalb,2017-02-17,120.1348.3471.4,75
640 - SPG Stierkalb,2017-02-17,120.1277.8868.0,75
640 - SPG Stierkalb,2017-02-17,120.1334.7901.5,75
640 - SPG Stierkalb,2017-02-17,120.1278.7360.7,75
640 - SPG Stierkalb,2017-02-17,120.1309.7122.2,75
640 - SPG Stierkalb,2017-02-17,120.1239.2627.7,75
640 - SPG Stierkalb,2017-02-17,120.1295.1352.5,75
640 - SPG Stierkalb,2017-02-17,120.1299.4160.1,75
640 - SPG Stierkalb,2017-02-17,120.1315.2778.7,75
640 - SPG Stierkalb,2017-02-17,120.1298.3564.1,75
640 - SPG Stierkalb,2017-02-17,120.1322.6336.3,75
640 - SPG Stierkalb,2017-02-17,120.1257.3114.5,75
640 - SPG Stierkalb,2017-02-17,120.1296.4776.3,75
640 - SPG Stierkalb,2017-02-17,120.1291.0388.7,75
640 - SPG Stierkalb,2017-02-17,120.1297.7645.6,75
640 - SPG Stierkalb,2017-02-17,120.1346.3079.8,75
640 - SPG Stierkalb,2017-02-17,120.1291.6852.7,75
640 - SPG Stierkalb,2017-02-17,120.1348.3117.1,75
640 - SPG Stierkalb,2017-02-17,120.1312.7232.8,75
640 - SPG Stierkalb,2017-02-17,120.1298.7189.2,75
640 - SPG Stierkalb,2017-02-17,120.1308.8774.5,75
640 - SPG Stierkalb,2017-02-17,120.1328.1570.8,75
640 - SPG Stierkalb,2017-02-17,120.1336.9287.2,75
640 - SPG Stierkalb,2017-02-17,120.1170.8739.7,75
640 - SPG Stierkalb,2017-02-17,120.1311.1642.4,75
640 - SPG Stierkalb,2017-02-17,120.1292.7252.1,75
640 - SPG Stierkalb,2017-02-17,120.1317.6475.5,75
640 - SPG Stierkalb,2017-02-17,120.1287.5692.3,75
640 - SPG Stierkalb,2017-02-17,120.1329.8709.2,75
640 - SPG Stierkalb,2017-02-17,120.1312.7683.8,75
640 - SPG Stierkalb,2017-02-17,120.1307.2490.3,75
640 - SPG Stierkalb,2017-02-17,120.1271.6032.5,75
640 - SPG Stierkalb,2017-02-17,120.1336.4244.0,75
640 - SPG Stierkalb,2017-02-17,120.1338.7061.4,75
640 - SPG Stierkalb,2017-02-17,120.1304.4172.5,75
640 - SPG Stierkalb,2017-02-17,120.1304.4171.8,75
640 - SPG Stierkalb,2017-02-17,120.1304.4170.1,75
640 - SPG Stierkalb,2017-02-17,120.1282.1540.6,75
640 - SPG Stierkalb,2017-02-17,120.1322.5740.9,75
640 - SPG Stierkalb,2017-02-17,120.1277.0590.8,75
640 - SPG Stierkalb,2017-02-17,120.1290.1240.0,75
640 - SPG Stierkalb,2017-02-17,120.1297.8804.6,75
640 - SPG Stierkalb,2017-02-17,120.1305.0476.5,75
640 - SPG Stierkalb,2017-02-17,120.1280.2565.4,75
640 - SPG Stierkalb,2017-02-17,120.1248.0502.1,75
640 - SPG Stierkalb,2017-02-17,120.1305.3909.5,75
640 - SPG Stierkalb,2017-02-17,120.1242.5765.3,75
640 - SPG Stierkalb,2017-02-17,120.1308.9792.8,75
640 - SPG Stierkalb,2017-02-17,120.1304.6947.7,75
640 - SPG Stierkalb,2017-02-17,120.1291.8490.9,75
640 - SPG Stierkalb,2017-02-17,120.1293.8660.0,75
640 - SPG Stierkalb,2017-02-17,120.1317.8972.7,75
640 - SPG Stierkalb,2017-02-17,120.1301.8339.7,75
650 - SPG Kuhkalb,2017-02-17,120.1297.6885.7,75
650 - SPG Kuhkalb,2017-02-17,120.1297.6886.4,75
650 - SPG Kuhkalb,2017-02-17,120.1297.6887.1,75
650 - SPG Kuhkalb,2017-02-17,120.1304.1819.2,75
650 - SPG Kuhkalb,2017-02-17,120.1302.8805.4,75
650 - SPG Kuhkalb,2017-02-17,120.1327.0150.6,75
650 - SPG Kuhkalb,2017-02-17,120.1283.2917.2,75
650 - SPG Kuhkalb,2017-02-17,120.1324.5622.2,75
650 - SPG Kuhkalb,2017-02-17,120.1322.4651.9,75
650 - SPG Kuhkalb,2017-02-17,120.1294.3013.6,75
650 - SPG Kuhkalb,2017-02-17,120.1285.7699.6,75
650 - SPG Kuhkalb,2017-02-17,120.1315.9236.5,75
650 - SPG Kuhkalb,2017-02-17,120.1298.5744.5,75
650 - SPG Kuhkalb,2017-02-17,120.1238.7674.9,75
650 - SPG Kuhkalb,2017-02-17,120.1287.5693.0,75
650 - SPG Kuhkalb,2017-02-17,120.1287.5691.6,75
650 - SPG Kuhkalb,2017-02-17,120.1342.0616.0,75
650 - SPG Kuhkalb,2017-02-17,120.1314.9369.3,75
650 - SPG Kuhkalb,2017-02-17,120.1304.7616.1,75
650 - SPG Kuhkalb,2017-02-17,120.1304.4173.2,75
650 - SPG Kuhkalb,2017-02-17,120.1273.6114.2,75
650 - SPG Kuhkalb,2017-02-17,120.1301.5454.0,75
650 - SPG Kuhkalb,2017-02-17,120.1251.2538.8,75
650 - SPG Kuhkalb,2017-02-17,120.1322.6465.0,75
650 - SPG Kuhkalb,2017-02-17,120.1314.4122.9,75
650 - SPG Kuhkalb,2017-02-17,120.1180.7677.2,75
640 - SPG Stierkalb,2017-02-24,120.1321.5054.0,57
640 - SPG Stierkalb,2017-02-24,120.1280.5757.0,62
650 - SPG Kuhkalb,2017-02-24,120.1339.3526.9,62
640 - SPG Stierkalb,2017-02-24,120.1093.2035.8,65
650 - SPG Kuhkalb,2017-02-24,120.1200.0809.9,65
640 - SPG Stierkalb,2017-02-24,120.1200.0810.5,67
650 - SPG Kuhkalb,2017-02-24,120.1272.8144.0,67
650 - SPG Kuhkalb,2017-02-24,120.1325.2312.2,67
650 - SPG Kuhkalb,2017-02-24,120.1301.5455.7,67
640 - SPG Stierkalb,2017-02-24,120.1280.5755.6,68
640 - SPG Stierkalb,2017-02-24,120.1311.2277.7,70
640 - SPG Stierkalb,2017-02-24,120.1272.8146.4,70
640 - SPG Stierkalb,2017-02-24,120.1275.4393.7,70
640 - SPG Stierkalb,2017-02-24,120.1265.7742.1,70
640 - SPG Stierkalb,2017-02-24,120.1337.0071.3,70
640 - SPG Stierkalb,2017-02-24,120.1128.0609.2,70
650 - SPG Kuhkalb,2017-02-24,120.1321.5053.3,70
650 - SPG Kuhkalb,2017-02-24,120.0638.1036.0,70
650 - SPG Kuhkalb,2017-02-24,120.1311.4114.3,70
650 - SPG Kuhkalb,2017-02-24,120.1296.1880.0,71
640 - SPG Stierkalb,2017-02-24,120.1278.7363.8,72
640 - SPG Stierkalb,2017-02-24,120.0638.1035.3,72
650 - SPG Kuhkalb,2017-02-24,120.1275.2185.0,72
650 - SPG Kuhkalb,2017-02-24,120.1285.0106.6,72
650 - SPG Kuhkalb,2017-02-24,120.1294.0251.5,72
640 - SPG Stierkalb,2017-02-24,120.1279.6060.4,73
640 - SPG Stierkalb,2017-02-24,120.1297.7651.7,73
640 - SPG Stierkalb,2017-02-24,120.1273.8329.8,73
650 - SPG Kuhkalb,2017-02-24,120.1208.2029.5,73
650 - SPG Kuhkalb,2017-02-24,120.1333.3804.6,73
640 - SPG Stierkalb,2017-02-24,120.1279.6057.4,74
640 - SPG Stierkalb,2017-02-24,120.1297.7650.0,74
650 - SPG Kuhkalb,2017-02-24,120.1269.1065.5,74
640 - SPG Stierkalb,2017-02-24,120.1337.6237.7,75
640 - SPG Stierkalb,2017-02-24,120.1108.8261.6,75
640 - SPG Stierkalb,2017-02-24,120.1108.8260.9,75
640 - SPG Stierkalb,2017-02-24,120.1338.4357.1,75
640 - SPG Stierkalb,2017-02-24,120.1331.4073.1,75
640 - SPG Stierkalb,2017-02-24,120.1278.7361.4,75
640 - SPG Stierkalb,2017-02-24,120.1346.9932.0,75
640 - SPG Stierkalb,2017-02-24,120.1275.6426.0,75
640 - SPG Stierkalb,2017-02-24,120.1321.0696.7,75
640 - SPG Stierkalb,2017-02-24,120.1325.9998.1,75
640 - SPG Stierkalb,2017-02-24,120.1306.8210.4,75
640 - SPG Stierkalb,2017-02-24,120.1297.7647.0,75
640 - SPG Stierkalb,2017-02-24,120.1331.7696.9,75
